qid,sentid,question,sentence text,label
3204,5,What is the function of the cGAS pathway?,"these data suggest that inactivation of the cGAS pathway plays a critical role in tumour progression, and reveal a direct link between hypoxia-responsive miRNAs and adaptive immune responses to the hypoxic tumour microenvironment, thus unveiling potential new therapeutic strategies.",0
3204,6,What is the function of the cGAS pathway?,dysregulation of the cGAS pathway is linked to autoimmune diseases while targeted stimulation may be of benefit in immunoncology.,0
3204,7,What is the function of the cGAS pathway?,The cGAS-STING pathway not only mediates protective immune defense against infection by a large variety of DNA-containing pathogens but also detects tumor-derived DNA and generates intrinsic antitumor immunity.,1
3204,8,What is the function of the cGAS pathway?,our data indicate that the cGAS-STING pathway plays a role in the surveillance of HBV infection and may be exploited for development of novel anti-HBV strategies.,1
1997,0,Which are the typical symptoms of Ménière's disease?,"To evaluate the onset of vertigo, hearing loss and tinnitus in Ménière's disease and the associated endolymphatic hydrops (EH) of the inner ear.",1
1997,1,Which are the typical symptoms of Ménière's disease?,"We suggest that a 3T MRI measurement should be carried out in patients with sensory-neural hearing loss, vertigo and tinnitus, 4 h after the intravenous injection of a gadolinium-contrast agent to verify the inner ear pathology.",0
1997,2,Which are the typical symptoms of Ménière's disease?,Eleven of the 17425 veterans appeared to have typical Ménière's Disease.,1
1997,3,Which are the typical symptoms of Ménière's disease?,"Their symptoms included attacks of vertigo, lasting between half an hour and a few hours and no more than 24 hours; the sensation of aural fullness; and tinnitus accompanied by a fluctuating or permanent low-tone hearing loss.",0
1997,4,Which are the typical symptoms of Ménière's disease?,"Diagnosis of Menière's Disease is based upon the wellknown labyrinthic syndrome (hypoacusia, tinnitus and dizziness) which manifests with the typical abscessual, recurrent and unforeseeable course.",0
1997,5,Which are the typical symptoms of Ménière's disease?,"Typical clinical manifestations of Ménière's disease (vertigo, sensorineural hearing loss and tinnitus) were found in 6/11 patients (54.5%) in the Lyme disease group.",1
1997,6,Which are the typical symptoms of Ménière's disease?,"Among 93 patients presenting the typical symptoms of a Ménière's disease associating an unilateral fluctuating hearing loss of sensorineural type, tinnitus and vertiginous attacks lasting minutes to hours, 40 patients (43%) presented in their personal history a particular otologic insult in the ear which later on developed into the full Ménière's symptomatology, or a particular systemic disease with otologic manifestations.",0
1997,7,Which are the typical symptoms of Ménière's disease?,"Fourteen children (aged 14 years or younger) with typical Ménière's triad with cochlear sensorineural hearing loss, tinnitus, and intermittent vertigo attacks lasting from minutes to hours were investigated in four different neuro-otologic centers.",0
1997,8,Which are the typical symptoms of Ménière's disease?,"Among 93 patients presenting the typical symptoms of a Ménière's disease associating an unilateral fluctuating hearing loss of sensorineural type, tinnitus and vertiginous attacks lasting minutes to hours, 40 patients (43%) presented in their personal history a particular otologic insult in the ear which later on developed into the full Ménière's symptomatology, or a particular systemic disease with otologic manifestations.",0
1997,9,Which are the typical symptoms of Ménière's disease?,"To evaluate the onset of vertigo, hearing loss and tinnitus in Ménières disease and the associated endolymphatic hydrops (EH) of the inner ear.Multicentre evaluation of three patient groups.Disease-specific symptoms were reviewed among referred patients in a tertiary referral hospital in Finland and in members of a Finnish Ménière Association in Finland",0
1997,10,Which are the typical symptoms of Ménière's disease?,"In monosymptomatic patients with vertigo, tinnitus or hearing loss; EH was demonstrated in 55-90% of the patients either in the cochlea and/or the vestibulum of the symptomatic ear.Ménières disease often shows bilateral EH and comprises a continuum from a monosymptomatic disease to the typical symptom complex of the disease",0
1997,11,Which are the typical symptoms of Ménière's disease?,"Typical clinical manifestations of Ménière's disease (vertigo, sensorineural hearing loss and tinnitus) were found in 6/11 patients (54.5%) in the Lyme disease group.",1
1997,12,Which are the typical symptoms of Ménière's disease?,"Nine children, labeled as having ""idiopathic Ménière's disease,"" developed the auditory and vestibular symptoms without any detectable causative factor.",1
1997,13,Which are the typical symptoms of Ménière's disease?,"To evaluate the onset of vertigo, hearing loss and tinnitus in Ménière's disease and the associated endolymphatic hydrops (EH) of the inner ear.Multicentre evaluation of three patient groups.Disease-specific symptoms were reviewed among referred patients in a tertiary referral hospital in Finland and in members of a Finnish Ménière Association in Finland.",0
1997,14,Which are the typical symptoms of Ménière's disease?,"In each twin pair, one twin had migraine and Ménière's disease, whereas the other experienced migraine and episodic vertigo without auditory symptoms.The frequent association of episodic vertigo, migraine, and Ménière's disease in closely related individuals, including identical twins supports the heritability of a migraine-Ménière's syndrome, with variable expression of the individual features of hearing loss, episodic vertigo, and migraine headaches.",0
1997,15,Which are the typical symptoms of Ménière's disease?,"There has been literature, beginning with Ménière himself, suggesting a relationship between Ménière's disease and migraine-associated dizziness.",0
1997,16,Which are the typical symptoms of Ménière's disease?,"In the characterizations of the migraine-associated dizziness, the signs and symptoms show overlap with those characterizing Meniere's disease.",0
4037,0,Is Tocilizumab (Actemra) used to block/antagonize the  IL-6 receptor?,"Preliminary clinical results have indicated that antagonism of the IL-6 receptor (IL-6R), including with the FDA-approved humanized monoclonal antibody tocilizumab, can improve the outcomes of patients with severe or critical COVID-19 while maintaining a good safety profile.",0
4037,1,Is Tocilizumab (Actemra) used to block/antagonize the  IL-6 receptor?,"Tocilizumab, an anti-IL-6 receptor antibody, and corticosteroids were initially used to treat the increase in acute inflammatory proteins and the anasarca, resulting in decreased cytokine levels.",0
4037,2,Is Tocilizumab (Actemra) used to block/antagonize the  IL-6 receptor?,"Tocilizumab, a monoclonal antibody against the IL-6 receptor, was initiated at a dose of 8 mg/kg every 4 weeks.",0
4037,3,Is Tocilizumab (Actemra) used to block/antagonize the  IL-6 receptor?,we randomly assigned patients with type 2 diabetes or obesity to intravenous tocilizumab (an IL-6 receptor antagonist),0
4037,4,Is Tocilizumab (Actemra) used to block/antagonize the  IL-6 receptor?, Clinical studies are investigating whether tocilizumab (anti-IL-6 receptor) can help preserve beta cell function in patients recently diagnosed with T1D,0
4037,5,Is Tocilizumab (Actemra) used to block/antagonize the  IL-6 receptor?,Tocilizumab (RoActemra or Actemra) is a recombinant humanized monoclonal antibody that acts as an interleukin (IL)-6 receptor antagonist.,1
4037,6,Is Tocilizumab (Actemra) used to block/antagonize the  IL-6 receptor?,"To increase the number of cycles of antigen binding and lysosomal degradation, we engineered tocilizumab (Actemra), an antibody against the IL-6 receptor (IL-6R), to rapidly dissociate from IL-6R within the acidic environment of the endosome (pH 6.0) while maintaining its binding affinity to IL-6R in plasma (pH 7.4).",0
4037,7,Is Tocilizumab (Actemra) used to block/antagonize the  IL-6 receptor?,"Tocilizumab (Actemra; Genentech, Inc) is the first biologic therapy targeting the cytokine interleukin 6 (IL-6).",0
4037,8,Is Tocilizumab (Actemra) used to block/antagonize the  IL-6 receptor?,"over, our findings showed that combination of tocilizumab (Actemra; Roche), an anti-IL-6R monoclonal antibody, with carboplatin synergistically inhibited growth and proliferation of the EOC cells and the most direct axis for IL-6 gene expression was NF-κB pathway.CONC",0
4037,9,Is Tocilizumab (Actemra) used to block/antagonize the  IL-6 receptor?,"Roche is co-developing tocilizumab (Actemra, RoActemra), a humanized anti-interleukin-6 receptor (IL-6R) monoclonal antibody, with Chugai Pharmaceutical.",0
